# STAGE 2
# GMTTime	isSynced	localTime	globalTime
876566755	1	1064001258	2089353527
876576483	1	1064321284	2089634885
876586310	1	1064641230	2089916172
876605999	1	1065281226	2090478843
876625346	1	1065921228	2091041514
876742517	1	1069761226	2094417524
876752290	1	1070081252	2094698882
876762090	1	1070401354	2094980307
876771905	1	1070721229	2095261532
876781596	1	1071041337	2095542962
876791386	1	1071361259	2095824228
876801116	1	1071681226	2096105535
876810884	1	1072001273	2096386912
876820651	1	1072321303	2096668273
876840189	1	1072961226	2097230874
876849943	1	1073281227	2097512210
876859901	1	1073601353	2097793654
876869475	1	1073921229	2098074880
876879245	1	1074241242	2098356226
876889024	1	1074561226	2098637543
876898783	1	1074881225	2098918876
876908541	1	1075201222	2099200209
876918291	1	1075521223	2099481546
876928058	1	1075841223	2099762880
876937834	1	1076161222	2100044214
876947641	1	1076481223	2100325551
876957379	1	1076801223	2100606886
876967146	1	1077121224	2100888221
876986674	1	1077761223	2101450893
876996423	1	1078081223	2101732228
877006194	1	1078401226	2102013567
877015965	1	1078721223	2102294899
877035510	1	1079361223	2102857570
877045272	1	1079681223	2103138905
877055034	1	1080001223	2103420240
877064788	1	1080321223	2103701576
877084602	1	1080961233	2104264254
877094096	1	1081281226	2104545580
877103960	1	1081601248	2104826934
877103983	1	1081601248	2104826934
877113685	1	1081921228	2105108251
877123426	1	1082241226	2105389585
877133146	1	1082561226	2105670920
877142976	1	1082881226	2105952254
877152683	1	1083201226	2106233586
877162460	1	1083521226	2106514921
877172310	1	1083841257	2106796283
877182056	1	1084161274	2107077634
877191813	1	1084481226	2107358927
877201506	1	1084801250	2107640283
877211271	1	1085121226	2107921598
877221070	1	1085441277	2108202977
877230896	1	1085761250	2108484289
877240592	1	1086081226	2108765604
877250372	1	1086401226	2109046939
877260161	1	1086721227	2109328275
877269926	1	1087041283	2109609660
877279674	1	1087361226	2109890945
877289451	1	1087681227	2110172281
877299190	1	1088001243	2110453618
877309004	1	1088321271	2110734976
877318801	1	1088641249	2111016292
877348079	1	1089601226	2111860279
877357821	1	1089921229	2112141621
877367662	1	1090241311	2112423028
877387084	1	1090881226	2112985619
877396901	1	1091201228	2113266955
877406665	1	1091521307	2113548360
877416437	0	1091841235	2113829519
877445673	0	1092801226	2114673516
877465213	0	1093441318	2115236466
877474993	0	1093761251	2115517782
877484832	0	1094081259	2115799045
877494520	0	1094401241	2116080384
877504381	0	1094721226	2116361727
877514173	1	1095041247	2116643035
877523808	1	1095361290	2116924418
877543362	1	1096001364	2117487137
877563048	1	1096641247	2118049720
877592205	1	1097601226	2118893699
877601977	1	1097921226	2119175019
877611722	1	1098241327	2119456447
877621480	1	1098561262	2119737729
877640994	1	1099201227	2120300360
877650754	1	1099521324	2120581784
877670354	1	1100161297	2121144401
877680239	1	1100481228	2121425674
877690080	1	1100801226	2121707009
877709387	1	1101441264	2122269712
877719155	1	1101761266	2122551048
877738705	1	1102401226	2123113684
877748429	1	1102721258	2123395047
877758201	1	1103041254	2123676379
877768086	1	1103361228	2123957691
877777760	1	1103681226	2124239025
877787623	1	1104001255	2124520385
877797248	1	1104321226	2124801694
877807021	1	1104641256	2125083056
877816793	1	1104961232	2125364370
877836328	1	1105601226	2125927035
877846129	1	1105921242	2126208384
877855865	1	1106241263	2126489737
877865603	1	1106561228	2126771037
877875380	1	1106881227	2127052371
877885237	1	1107201321	2127333789
877894924	1	1107521226	2127615041
877904789	1	1107841297	2127896438
877914500	1	1108161385	2128177851
877943743	1	1109121225	2129021715
877953517	1	1109441262	2129303084
877963282	1	1109761241	2129584400
877973141	1	1110081226	2129865721
877982826	1	1110401226	2130147057
877992586	1	1110721227	2130428393
878002366	1	1111041289	2130709782
878012106	1	1111361229	2130991062
878031646	1	1112001431	2131553909
878041410	0	1112321241	2131835180
878051221	0	1112641292	2132116559
878061195	0	1112961228	2132397838
878070716	0	1113281232	2132679048
878080703	0	1113601230	2132960347
878090233	0	1113921226	2133241645
878100144	0	1114241272	2133523084
878139129	1	1115521309	2134648448
878148822	1	1115841266	2134929735
878158588	1	1116161229	2135211060
878168360	1	1116481240	2135492398
878178137	1	1116801226	2135773714
878187913	1	1117121226	2136055064
878197677	1	1117441310	2136336468
878207441	1	1117761228	2136617727
878226982	1	1118401254	2137180426
878236771	1	1118721228	2137461733
878246536	1	1119041230	2137743080
878256265	1	1119361266	2138024444
878266085	1	1119681248	2138305759
878275847	1	1120001226	2138587101
878285582	1	1120321227	2138868437
878295316	1	1120641226	2139149771
878305189	1	1120961370	2139431233
878334393	1	1121921229	2140275114
878344175	1	1122241315	2140556525
878353930	1	1122561262	2140837813
878363745	1	1122881255	2141119143
878373532	1	1123201292	2141400511
878383224	1	1123521282	2141681837
878392988	1	1123841233	2141963129
878402890	1	1124161435	2142244642
878422295	1	1124801226	2142807128
878441812	1	1125441226	2143369798
878451579	1	1125761237	2143651143
878461363	1	1126081270	2143932507
878471122	1	1126401332	2144213897
878500559	1	1127361272	2145057842
878529868	1	1128321240	2145901821
878559022	1	1129281228	2146745815
878568797	1	1129601226	2147027149
878568834	1	1129601226	2147027149
878578568	1	1129921230	2147308488
878588507	1	1130241229	2147589822
878598100	1	1130561264	2147871187
878637155	1	1131841237	2148996504
878646898	1	1132161253	2149277853
878676248	1	1133121237	2150121844
878686056	1	1133441226	2150403171
878695759	1	1133761282	2150684555
878705674	1	1134081228	2150965842
878715282	1	1134401269	2151247207
878725022	1	1134721259	2151528533
878734825	1	1135041226	2151809839
878744563	1	1135361260	2152091205
878754331	1	1135681243	2152372525
878764148	1	1136001226	2152653845
878773901	1	1136321226	2152935180
878793446	1	1136961312	2153497925
878812967	1	1137601272	2154060560
878822711	1	1137921312	2154341922
878832468	1	1138241244	2154623196
878842239	1	1138561266	2154904547
878851996	1	1138881228	2155185847
878861858	1	1139201328	2155467274
878881346	1	1139841236	2156029862
878891057	1	1140161271	2156311232
878910593	1	1140801285	2156873913
878920365	1	1141121226	2157155201
878930178	1	1141441230	2157436539
878939904	1	1141761266	2157717906
878949648	1	1142081228	2157999206
878959420	1	1142401237	2158280549
878969193	1	1142721226	2158561875
878978967	1	1143041300	2158843279
878988727	1	1143361267	2159124585
879008407	1	1144001477	2159687437
879018009	1	1144321278	2159968598
879027865	1	1144641226	2160249888
879037545	1	1144961228	2160531228
879047322	1	1145281310	2160812635
879057095	1	1145601245	2161093913
879066854	1	1145921226	2161375231
879076624	1	1146241227	2161656567
879086406	1	1146561258	2161937930
879096190	1	1146881232	2162219239
879105955	1	1147201266	2162500603
879115687	1	1147521226	2162781903
879125490	1	1147841226	2163063239
879135218	1	1148161227	2163344574
879144992	1	1148481318	2163625988
879154813	1	1148801282	2163907293
879174306	1	1149441226	2164469914
879184104	1	1149761226	2164751250
879194018	1	1150081251	2165032606
879213359	1	1150721227	2165595256
879223235	1	1151041226	2165876590
879232861	1	1151361226	2166157925
879242676	1	1151681237	2166439263
879252408	1	1152001261	2166720618
879262178	1	1152321226	2167001923
879271943	1	1152641226	2167283259
879291518	1	1153281238	2167845939
879310998	1	1153921293	2168408652
879320772	1	1154241251	2168689951
879330637	1	1154561231	2168971271
879340301	1	1154881260	2169252631
879350080	1	1155201367	2169534060
879359845	1	1155521226	2169815273
879379466	1	1156161230	2170377946
879389164	1	1156481268	2170659314
879408667	1	1157121227	2171221938
879418442	1	1157441254	2171503302
879428249	1	1157761229	2171784614
879438081	1	1158081371	2172066073
879447713	1	1158401228	2172347287
879457484	1	1158721226	2172628620
879467259	1	1159041338	2172910052
879477048	1	1159361228	2173191288
879486802	1	1159681253	2173472645
879506343	1	1160321230	2174035299
879516101	1	1160641227	2174316632
879525880	1	1160961226	2174597966
879535612	1	1161281265	2174879334
879545388	1	1161601237	2175160641
879555240	1	1161921226	2175441966
879564937	1	1162241226	2175723305
879574705	1	1162561228	2176004642
879584466	1	1162881261	2176286006
879594259	1	1163201295	2176567375
879613784	1	1163841226	2177129985
879623607	1	1164161226	2177411320
879633331	1	1164481270	2177692690
879643062	1	1164801229	2177973989
879652831	1	1165121254	2178255346
879662597	1	1165441252	2178536682
879672373	1	1165761226	2178817994
879682105	1	1166081266	2179099364
879691881	1	1166401245	2179380682
879701652	1	1166721231	2179662004
879711418	1	1167041226	2179943335
879721187	1	1167361236	2180224674
879730952	1	1167681272	2180506041
879740726	1	1168001232	2180787341
879750470	1	1168321256	2181068698
879760280	1	1168641226	2181350007
879770027	1	1168961226	2181631343
879779824	1	1169281298	2181912739
879789549	1	1169601229	2182194013
879809181	1	1170241387	2182756822
879818830	1	1170561226	2183038015
879828603	1	1170881228	2183319352
879838373	1	1171201435	2183600869
879848150	1	1171521245	2183882037
879857919	1	1171841239	2184163366
879867690	1	1172161227	2184444692
879877421	1	1172481228	2184726028
879887205	1	1172801239	2185007372
879896969	1	1173121265	2185288731
879906733	1	1173441226	2185570031
879916506	1	1173761226	2185851366
879926325	1	1174081243	2186132716
879936124	1	1174401224	2186414034
879945776	1	1174721257	2186695398
879955636	1	1175041377	2186976834
879965361	1	1175361226	2187258036
879975130	1	1175681226	2187539371
879984862	1	1176001251	2187820727
879994677	1	1176321255	2188102066
880004403	1	1176641226	2188383376
880014164	1	1176961226	2188664711
880023998	1	1177281226	2188946046
880033723	1	1177601233	2189227387
880043458	1	1177921261	2189508747
880053229	1	1178241226	2189790052
880063043	1	1178561247	2190071404
880072762	1	1178881227	2190352723
880082537	1	1179201246	2190634074
880092296	1	1179521262	2190915424
880102044	1	1179841226	2191196728
880111855	1	1180161226	2191478063
880121587	1	1180481226	2191759398
880131354	1	1180801244	2192040746
880141131	1	1181121268	2192322102
880150940	1	1181441226	2192603400
880160676	1	1181761226	2192884736
880170401	1	1182081226	2193166071
880180237	1	1182401267	2193447442
880189988	1	1182721268	2193728773
880199720	1	1183041226	2194010071
880209485	1	1183361226	2194291406
880219256	1	1183681227	2194572744
880229034	1	1184001251	2194854100
880238824	1	1184321230	2195135417
880248539	1	1184641226	2195416749
880258309	1	1184961226	2195698084
880268080	1	1185281240	2195979432
880277847	1	1185601255	2196260780
880287618	1	1185921228	2196542091
880297388	1	1186241340	2196823525
880307149	1	1186561227	2197104762
880316898	1	1186881226	2197386096
880326670	1	1187201445	2197667623
880336442	1	1187521283	2197948817
880346213	1	1187841234	2198230109
880356030	1	1188161226	2198511437
880365747	1	1188481227	2198792772
880375540	1	1188801265	2199074139
880385281	1	1189121228	2199355442
880395069	1	1189441235	2199636785
880404802	1	1189761226	2199918112
880414568	1	1190081283	2200199496
880424432	1	1190401264	2200480809
880434122	1	1190721228	2200762112
880443893	1	1191041417	2201043613
880453619	1	1191361227	2201324782
880463430	1	1191681226	2201606116
880473184	1	1192001289	2201887506
880482929	1	1192321250	2202168807
880492705	1	1192641229	2202450125
880502472	1	1192961226	2202731457
880512240	1	1193281227	2203012794
880522013	1	1193601265	2203294162
880531746	1	1193921228	2203575465
880541526	1	1194241233	2203856805
880551413	1	1194561226	2204138134
880561103	1	1194881226	2204419469
880570872	1	1195201266	2204700840
880580693	1	1195521236	2204982149
880590364	1	1195841237	2205263484
880600134	1	1196161226	2205544811
880609909	1	1196481226	2205826145
880619650	1	1196801228	2206107482
880629432	1	1197121308	2206388887
880639205	1	1197441241	2206670156
880649031	1	1197761226	2206951477
880658731	1	1198081227	2207232809
880668503	1	1198401261	2207514174
880678247	1	1198721242	2207795491
880688011	1	1199041249	2208076836
880697830	1	1199361226	2208358150
880707559	1	1199681226	2208639485
880717369	1	1200001226	2208920822
880727107	1	1200321232	2209202162
880736918	1	1200641249	2209483511
880746649	1	1200961226	2209764827
880756411	1	1201281229	2210046165
880766151	1	1201601227	2210327497
880785690	1	1202241353	2210890280
880795501	1	1202561226	2211171504
880805225	1	1202881226	2211452841
880814965	1	1203201226	2211734176
880824732	1	1203521231	2212015515
880834505	1	1203841269	2212296886
880844351	1	1204161225	2212578183
880854045	1	1204481226	2212859519
880863844	1	1204801227	2213140853
880873586	1	1205121252	2213422210
880883349	1	1205441261	2213703552
880893097	1	1205761226	2213984852
880902871	1	1206081322	2214266271
880912641	1	1206401226	2214547522
880922414	1	1206721243	2214828873
880932192	1	1207041455	2215110393
880941963	1	1207361302	2215391595
880951710	1	1207681227	2215672865
880961488	1	1208001220	2215954193
880971356	1	1208321265	2216235568
880981036	1	1208641273	2216516910
880990773	1	1208961226	2216798203
881000543	1	1209281226	2217079538
881010310	1	1209601227	2217360874
881020087	1	1209921252	2217642223
881029847	1	1210241228	2217923536
881039586	1	1210561239	2218204883
881049362	1	1210881226	2218486206
881068904	1	1211521258	2219048908
881078679	1	1211841228	2219330216
881088438	1	1212161226	2219611549
881098203	1	1212481251	2219892909
881107946	1	1212801226	2220174221
881117722	1	1213121253	2220455580
881127538	1	1213441234	2220736894
881137310	1	1213761226	2221018222
881147036	1	1214081230	2221299560
881166576	1	1214721267	2221862264
881176379	1	1215041233	2222143569
881195853	1	1215681226	2222706236
881205625	1	1216001226	2222987571
881215437	1	1216321269	2223268946
881225169	1	1216641228	2223550245
881234977	1	1216961226	2223831579
881244702	1	1217281302	2224112977
881264216	1	1217921269	2224675618
881273986	1	1218241436	2224957099
881283760	1	1218561230	2225238253
881293569	1	1218881226	2225519584
881303294	1	1219201226	2225800921
881313062	1	1219521266	2226082291
881322831	1	1219841228	2226363592
881332619	1	1220161262	2226644958
881342356	1	1220481226	2226926261
881352206	1	1220801228	2227207597
881361970	1	1221121294	2227488986
881381523	1	1221761291	2228051653
881391198	1	1222081362	2228333051
881401071	1	1222401228	2228614269
881410770	1	1222721228	2228895603
881420478	1	1223041328	2229177027
881430295	1	1223361242	2229458286
881440067	1	1223681226	2229739607
881459690	1	1224321286	2230302327
881469424	1	1224641472	2230583825
881498615	1	1225601226	2231427616
881508454	1	1225921266	2231708986
881518156	1	1226241230	2231990290
881527912	1	1226561247	2232271639
881547430	0	1227201226	2232834118
881557339	0	1227521238	2233115464
881567071	0	1227841422	2233397134
881576786	0	1228161251	2233678376
881586556	0	1228481226	2233959748
881596289	0	1228801353	2234241107
881606138	0	1229121236	2234522368
881615812	0	1229441228	2234803725
881625564	0	1229761255	2235085112
881635371	1	1230081226	2235366358
881645105	1	1230401226	2235647710
881654938	1	1230721243	2235929078
881664646	1	1231041233	2236210363
881674570	1	1231361265	2236491738
881684303	1	1231681324	2236773136
881703786	1	1232321226	2237335699
881713518	1	1232641456	2237617244
881723248	1	1232961265	2237898389
881733019	1	1233281280	2238179743
881742810	1	1233601227	2238461038
881762465	1	1234241241	2239023705
881772087	1	1234561268	2239305068
881781892	1	1234881226	2239586327
881801363	1	1235521263	2240149028
881811340	1	1235841314	2240430411
881820897	1	1236161268	2240711705
881830806	1	1236481431	2240993182
881840451	1	1236801226	2241274339
881850181	1	1237121363	2241555795
881869773	1	1237761228	2242118347
881879570	1	1238081229	2242399683
881899041	1	1238721228	2242962352
881908773	1	1239041288	2243243741
881918706	1	1239361232	2243525027
881938354	1	1240001226	2244087693
881947945	1	1240321227	2244369029
881957905	1	1240641316	2244650443
881967444	1	1240961228	2244931701
881977325	1	1241281227	2245213035
881996674	1	1241921226	2245775697
882006530	1	1242241260	2246057062
882016221	1	1242561228	2246338369
882026152	1	1242881234	2246619708
882035750	1	1243201227	2246901038
882045541	1	1243521226	2247182373
882065039	1	1244161316	2247745122
882094385	1	1245121227	2248589049
882104163	1	1245441265	2248870417
882113956	1	1245761228	2249151720
882133457	1	1246401226	2249714385
882143211	1	1246721240	2249995732
882152964	1	1247041267	2250277091
882162714	1	1247361238	2250558401
882172524	1	1247681332	2250839819
882201796	1	1248641307	2251683801
882211526	1	1248961253	2251965089
882221303	1	1249281283	2252246445
882231114	1	1249601226	2252527730
882240854	1	1249921226	2252809065
882250614	1	1250241228	2253090405
882260441	1	1250561236	2253371747
882270166	1	1250881268	2253653110
882289703	1	1251521337	2254215844
882299459	1	1251841284	2254497132
882309206	1	1252161227	2254778419
882319018	1	1252481437	2255059939
882328746	1	1252801312	2255341165
882338559	1	1253121268	2255622460
882348354	1	1253441234	2255903765
882358031	1	1253761249	2256185113
882367799	1	1254081251	2256466451
882387444	1	1254721227	2257029100
882397143	1	1255041229	2257310438
882406990	1	1255361225	2257591769
882416608	1	1255681252	2257873127
882426414	1	1256001226	2258154439
882436156	1	1256321268	2258435811
882445935	1	1256641308	2258717181
882455739	1	1256961233	2258998445
882485010	1	1257921226	2259842444
882494791	1	1258241227	2260123780
882514296	1	1258881260	2260686478
882524094	1	1259201226	2260967784
882533839	1	1259521227	2261249120
882543876	1	1259841300	2261530520
882553379	1	1260161240	2261811802
882563432	1	1260481395	2262093273
882582650	1	1261121226	2262655795
882592416	1	1261441227	2262937131
882602274	1	1261761342	2263218567
882612218	1	1262081265	2263499835
882621737	1	1262401227	2263781136
882631512	1	1262721238	2264062482
882641319	1	1263041350	2264343915
882651258	1	1263361340	2264625241
882660777	1	1263681372	2264906605
882680358	1	1264321226	2265469146
882690088	1	1264641226	2265750476
882699849	1	1264961252	2266031834
882709634	1	1265281275	2266313189
882719371	1	1265601229	2266594484
882729182	1	1265921276	2266875860
882738937	1	1266241227	2267157152
882748835	1	1266561280	2267438533
882768395	1	1267201379	2268001290
882778041	1	1267521392	2268282638
882787731	1	1267841340	2268563927
882797507	1	1268161256	2268845188
882807322	1	1268481228	2269126499
882817042	1	1268801232	2269407838
882836587	1	1269441226	2269970503
882846500	1	1269761336	2270251934
882856141	1	1270081287	2270533227
882875746	1	1270721268	2271095881
882885402	1	1271041232	2271377185
882895177	1	1271361264	2271658548
882904934	0	1271681228	2271939733
882924497	0	1272321226	2272502402
882934227	0	1272641226	2272783891
882943998	0	1272961360	2273065382
882953909	0	1273281228	2273346640
882983097	0	1274241226	2274190595
882992813	1	1274561315	2274471970
883002580	1	1274881246	2274753256
883012384	1	1275201234	2275034591
883022208	1	1275521243	2275315909
883031978	1	1275841251	2275597259
883051472	1	1276481228	2276159900
883070946	1	1277121226	2276722579
883090483	1	1277761258	2277285267
883100260	1	1278081355	2277566691
883110023	1	1278401242	2277847915
883119807	1	1278721306	2278129310
883129672	1	1279041243	2278410592
883139350	1	1279361228	2278691887
883149078	1	1279681435	2278973404
883168706	1	1280321226	2279535891
883178387	1	1280641230	2279817230
883188163	1	1280961226	2280098561
883197920	1	1281281233	2280379902
883207687	1	1281601250	2280661251
883217483	1	1281921226	2280942565
883227281	1	1282241226	2281223901
883237024	1	1282561246	2281505254
883246792	1	1282881260	2281786600
883266331	1	1283521397	2282349391
883276066	1	1283841227	2282630576
883285794	1	1284161226	2282911911
883315153	1	1285121227	2283755918
883324958	1	1285441253	2284037276
883334647	1	1285761242	2284318600
883344460	1	1286081236	2284599925
883363944	1	1286721226	2285162586
883373704	1	1287041229	2285443925
883383476	1	1287361227	2285725258
883393237	1	1287681239	2286006603
883403007	1	1288001265	2286287962
883412778	1	1288321251	2286569285
883432370	1	1288961226	2287131934
883442060	1	1289281282	2287413317
883461608	1	1289921258	2287975966
883490927	1	1290881252	2288819968
883500654	1	1291201339	2289101379
883510461	1	1291521228	2289382616
883520222	1	1291841226	2289663951
883529971	1	1292161227	2289945287
883539741	1	1292481256	2290226646
883549534	1	1292801228	2290507959
883559271	1	1293121263	2290789324
883569053	1	1293441351	2291070737
883578812	1	1293761323	2291352041
883588715	1	1294081256	2291633318
883598362	1	1294401228	2291914628
883608096	1	1294721316	2292196040
883617878	1	1295041226	2292477296
883627739	1	1295361227	2292758632
883637399	1	1295681448	2293040162
883647179	1	1296001237	2293321311
883656915	1	1296321226	2293602636
883666858	1	1296641240	2293883984
883676514	1	1296961227	2294165343
883686275	1	1297281262	2294446710
883696000	1	1297601227	2294728004
883715504	1	1298241226	2295290676
883725279	1	1298561285	2295572055
883735162	1	1298881267	2295853374
883744817	1	1299201229	2296134677
883754586	1	1299521466	2296416214
883764353	1	1299841261	2296697369
883774091	1	1300161226	2296978673
883783901	1	1300481265	2297260038
883793636	1	1300801248	2297541358
883803474	1	1301121232	2297822678
883813182	1	1301441226	2298104004
883822991	1	1301761286	2298385391
883832836	1	1302081305	2298666742
883842484	1	1302401228	2298947994
883862083	1	1303041277	2299510705
883871803	1	1303361226	2299791992
883881541	1	1303681228	2300073326
883891308	1	1304001230	2300354661
883901082	1	1304321244	2300635975
883910851	1	1304641227	2300917292
883920614	1	1304961226	2301198623
883930353	1	1305281286	2301480028
883940129	1	1305601245	2301761325
883959668	1	1306241240	2302324003
883969493	1	1306561238	2302605335
883979224	1	1306881264	2302886692
883989025	1	1307201235	2303168016
883998746	1	1307521247	2303449361
884008504	1	1307841226	2303730677
884018262	1	1308161226	2304012024
884028147	1	1308481296	2304293420
884037804	1	1308801255	2304574720
884047568	1	1309121269	2304856077
884057374	1	1309441277	2305137421
884067101	1	1309761270	2305418751
884076892	1	1310081226	2305700050
884086622	1	1310401248	2305981407
884106170	1	1311041226	2306544066
884115936	1	1311361227	2306825405
884125753	1	1311681302	2307106809
884135464	1	1312001232	2307388055
884145223	1	1312321259	2307669414
884154983	1	1312641226	2307950720
884174522	1	1313281226	2308513390
884184339	1	1313601255	2308794750
884194065	1	1313921263	2309076093
884203827	1	1314241227	2309357396
884213604	1	1314561325	2309638816
884213616	1	1314561325	2309638816
884223387	1	1314881278	2309920111
884233111	1	1315201271	2310201439
884272279	1	1316481292	2311326798
884282058	1	1316801258	2311608104
884291921	1	1317121271	2311889449
884301553	1	1317441252	2312170769
884311271	1	1317761226	2312452082
884330832	1	1318401252	2313014775
884350332	1	1319041282	2313577465
884360099	1	1319361226	2313858751
884369890	1	1319681226	2314140088
884379644	1	1320001290	2314421479
884389593	1	1320321230	2314702761
884399156	1	1320641226	2314984093
884418767	1	1321281260	2315546793
884428465	1	1321601291	2315828155
884438468	1	1321921329	2316109524
884448192	1	1322241256	2316390794
884457863	1	1322561226	2316672106
884467511	1	1322881227	2316953442
884477297	1	1323201262	2317234807
884487053	1	1323521228	2317516113
884516569	1	1324481234	2318360124
884526185	1	1324801272	2318641492
884535899	1	1325121228	2318922788
884555414	1	1325761291	2319485514
884565374	1	1326081282	2319766841
884574943	1	1326401293	2320048185
884594501	1	1327041232	2320610802
884604300	1	1327361227	2320892128
884623775	1	1328001267	2321454834
884643293	1	1328641233	2322017474
884653052	1	1328961226	2322298803
884663042	1	1329281254	2322580163
884672679	1	1329601349	2322861582
884682446	1	1329921228	2323142810
884692157	1	1330241240	2323424155
884701966	1	1330561442	2323705668
884711637	1	1330881233	2323986820
884721538	1	1331201258	2324268176
884731414	1	1331521250	2324549504
884750765	1	1332161226	2325112154
884770265	1	1332801228	2325674826
884789801	1	1333441248	2326237514
884809358	1	1334081226	2326800165
884819086	1	1334401229	2327081504
884828903	1	1334721241	2327362848
884838652	1	1335041263	2327644203
884848391	1	1335361227	2327925502
884858195	1	1335681232	2328206841
884867906	1	1336001226	2328488171
884877678	1	1336321246	2328769524
884887447	1	1336641258	2329050870
884897292	1	1336961237	2329332186
884906988	1	1337281227	2329613513
884916752	1	1337601226	2329894847
884936422	1	1338241312	2330457589
884946240	1	1338561248	2330738868
884955946	1	1338881226	2331020183
884965581	1	1339201245	2331301537
884975350	1	1339521234	2331582862
884985119	1	1339841308	2331864261
884994926	1	1340161226	2332145526
885004670	1	1340481226	2332426861
885014396	1	1340801297	2332708258
885024261	1	1341121253	2332989555
885034132	1	1341441264	2333270901
885043735	1	1341761303	2333552269
885053521	1	1342081226	2333833539
885063292	1	1342401261	2334114904
885073058	1	1342721431	2334396389
885082805	1	1343041271	2334677579
885092571	1	1343361275	2334958918
885102619	1	1343681227	2335240211
885112067	1	1344001321	2335521632
885121839	1	1344321253	2335802905
885131608	1	1344641297	2336084279
885141376	1	1344961227	2336365554
885151117	1	1345281226	2336646888
885160957	1	1345601269	2336928260
885180430	1	1346241228	2337490893
885209746	1	1347201226	2338334896
885219557	1	1347521255	2338616257
885229629	1	1347841309	2338897641
885229687	1	1347841309	2338897641
885239109	1	1348161302	2339178969
885248827	1	1348481226	2339460238
885258693	1	1348801411	2339741736
885268331	1	1349121257	2340022936
885278112	1	1349441228	2340304245
885287880	1	1349761250	2340585600
885297751	1	1350081233	2340866920
885307417	1	1350401226	2341148249
885317192	1	1350721364	2341429700
885327063	1	1351041230	2341710917
885346465	1	1351681226	2342273584
885356229	1	1352001226	2342554919
885366170	1	1352321267	2342836289
885375743	1	1352641244	2343117604
885385512	1	1352961227	2343398924
885395281	1	1353281226	2343680258
885405150	1	1353601230	2343961597
885414863	1	1353921272	2344242969
885424604	1	1354241295	2344524324
885434355	1	1354561278	2344805646
885444103	1	1354881226	2345086935
885453875	1	1355201226	2345368270
885463692	1	1355521294	2345649665
885483194	1	1356161234	2346212282
885492981	1	1356481227	2346493613
885502730	1	1356801240	2346774959
885512492	1	1357121268	2347056319
885522278	1	1357441251	2347337639
885532002	1	1357761383	2347619090
885541876	1	1358081253	2347900311
885551554	1	1358401226	2348181619
885561316	1	1358721228	2348462956
885580861	1	1359361325	2349025711
885600365	1	1360001226	2349588290
885610332	1	1360321272	2349869666
885619957	1	1360641262	2350150993
885629677	1	1360961246	2350432313
885639584	1	1361281253	2350713656
885649216	1	1361601308	2350995039
885659042	1	1361921226	2351276303
885668723	1	1362241269	2351557678
885678670	1	1362561444	2351839167
885688317	1	1362881226	2352120310
885698082	1	1363201226	2352401646
885707837	1	1363521227	2352682982
885717576	1	1363841237	2352964326
885727340	1	1364161254	2353245677
885737093	1	1364481230	2353526992
885746910	1	1364801228	2353808324
885766409	1	1365441231	2354371000
885776244	1	1365761289	2354652386
885785941	1	1366081226	2354933659
885795704	1	1366401226	2355214994
885815215	1	1367041354	2355777776
885824994	1	1367361262	2356059029
885844535	1	1368001230	2356621673
885854422	1	1368321226	2356903004
885864106	1	1368641244	2357184355
885873856	1	1368961266	2357465710
